Unit,Date,Dacoity,Robbery,Murder,Speedy Trial,Riot,Woman & Child Repression,Kidnapping,Police Assault,Burglary,Theft,Arms Act,Explosive Act,Narcotics,Smuggling
Rpmp,2020-06-30,0,0,3,2,0,21,1,0,1,6,0,0,24,0
Rpmp,2020-07-31,0,0,2,2,0,24,5,0,0,11,0,0,33,0
Rpmp,2020-08-31,0,1,0,3,0,26,6,0,0,15,0,0,37,0
Rpmp,2020-09-30,0,1,2,0,0,15,0,0,3,9,1,0,54,0
Rpmp,2020-10-31,0,0,0,0,0,30,0,0,0,14,0,0,74,0
Rpmp,2020-11-30,0,0,2,1,0,18,0,1,4,8,0,0,54,0
Rpmp,2020-12-31,0,0,1,0,0,20,0,0,3,8,1,0,58,0
Rpmp,2021-01-31,0,0,0,9,0,21,1,0,3,12,0,0,68,0
Rpmp,2021-02-28,0,0,1,1,0,17,1,0,0,9,0,0,65,0
Rpmp,2021-03-31,0,0,0,4,0,11,0,0,7,16,0,0,72,2
Rpmp,2021-04-30,0,0,2,2,0,31,1,1,6,11,0,0,29,0
Rpmp,2021-05-31,0,0,1,5,0,16,0,0,8,8,0,0,42,0
Rpmp,2021-06-30,0,0,2,2,0,22,1,0,2,10,1,0,65,0
Rpmp,2021-07-31,0,0,1,6,0,28,1,0,0,16,0,0,45,0
Rpmp,2021-08-31,0,0,0,0,0,11,2,0,5,13,0,0,67,0
Rpmp,2021-09-30,0,0,2,3,0,22,0,0,4,13,0,0,62,0
Rpmp,2021-10-31,0,0,1,1,0,17,0,0,2,13,0,0,58,0
Rpmp,2021-11-30,0,0,0,1,0,17,0,2,0,11,1,0,44,0
Rpmp,2021-12-31,0,0,0,0,0,10,0,0,3,17,0,0,50,0
Rpmp,2022-01-31,0,0,0,0,0,23,1,0,3,13,0,1,56,0
Rpmp,2022-02-28,0,0,0,0,0,8,0,0,0,15,0,0,44,0
Rpmp,2022-03-31,0,0,2,3,0,16,0,0,0,18,0,0,38,0
Rpmp,2022-04-30,0,0,0,0,0,24,0,0,0,14,0,0,43,0
Rpmp,2022-05-31,0,0,0,2,0,15,0,0,0,12,0,0,42,0
Rpmp,2022-06-30,0,0,0,0,0,7,0,0,0,20,0,0,27,0
Rpmp,2022-07-31,0,0,0,3,0,12,0,0,2,12,0,0,20,0
Rpmp,2022-08-31,0,0,0,0,0,16,1,1,0,15,0,0,33,0
Rpmp,2022-09-30,0,0,0,2,0,12,0,0,0,12,0,0,34,0
Rpmp,2022-10-31,0,0,1,0,0,23,0,0,0,22,0,0,27,0
Rpmp,2022-11-30,0,0,0,0,0,13,1,0,0,20,0,0,27,0
Rpmp,2022-12-31,0,0,0,2,0,5,0,0,0,10,0,0,33,0
Rpmp,2023-01-31,0,0,0,0,0,12,0,0,0,18,1,0,29,0
Rpmp,2023-02-28,0,0,0,1,0,13,0,0,0,8,0,0,32,0
Rpmp,2023-03-31,0,0,0,2,0,14,0,0,0,12,0,0,30,0
Rpmp,2023-04-30,0,0,2,3,0,7,0,1,0,10,0,0,24,0
Rpmp,2023-05-31,0,0,3,1,0,9,0,0,0,11,0,0,32,0
Rpmp,2023-06-30,0,0,0,0,0,13,0,0,0,8,0,0,32,1
Rpmp,2023-07-31,0,0,0,0,0,13,2,1,0,8,3,0,63,0
Rpmp,2023-08-31,0,0,0,0,0,11,0,1,0,9,1,0,66,0
Rpmp,2023-09-30,0,0,1,0,0,10,0,0,0,9,0,0,42,1
Rpmp,2023-10-31,0,0,2,0,0,13,0,0,0,14,2,0,52,0
Rpmp,2023-11-30,0,0,0,1,0,9,2,0,0,10,0,0,33,0
Rpmp,2023-12-31,0,0,0,0,0,8,0,0,0,4,0,2,70,0
Rpmp,2024-01-31,0,0,1,1,0,4,5,0,0,6,0,0,71,1
Rpmp,2024-02-29,0,1,1,0,0,8,1,0,0,12,1,0,61,0
Rpmp,2024-03-31,0,0,0,0,0,7,3,0,0,8,1,0,57,0
Rpmp,2024-04-30,0,0,2,3,0,9,5,1,0,9,0,0,38,0
Rpmp,2024-05-31,0,0,1,1,0,9,4,0,3,17,0,0,67,1
Rpmp,2024-06-30,0,1,2,0,0,8,2,1,0,9,1,0,43,0
Rpmp,2024-07-31,0,0,2,0,0,5,2,0,0,8,0,0,32,0
Rpmp,2024-08-31,0,0,8,0,0,5,3,0,0,6,1,0,6,0
Rpmp,2024-09-30,0,0,0,0,0,7,4,0,0,4,1,0,7,0
Rpmp,2024-10-31,0,1,1,0,0,7,3,0,0,8,0,0,21,0
Rpmp,2024-11-30,0,1,0,0,0,7,2,0,0,8,0,0,17,1
Rpmp,2024-12-31,1,2,0,0,0,3,2,0,0,10,0,0,24,0
Rpmp,2025-01-31,0,2,1,0,0,4,5,0,0,7,1,2,20,0
Rpmp,2025-02-28,0,2,0,0,0,10,0,0,0,8,1,0,17,0
Rpmp,2025-03-31,0,3,0,1,0,7,0,1,2,3,6,73,1,1
Rpmp,2025-04-30,0,0,0,0,0,16,0,0,0,6,0,0,14,0
Rpmp,2025-05-31,0,0,1,0,0,7,1,0,2,7,0,0,20,0
Rpmp,2025-06-30,0,1,2,0,2,11,2,0,0,7,4,0,20,0
Smp,2019-01-31,0,2,5,3,0,15,0,13,2,2,0,0,44,2
Smp,2019-02-28,0,1,2,7,0,6,0,0,0,4,0,0,53,1
Smp,2019-03-31,2,0,1,11,2,13,0,1,5,5,1,0,50,2
Smp,2019-04-30,0,1,2,0,0,19,1,0,1,4,0,0,71,3
Smp,2019-05-31,1,0,4,0,0,17,1,0,0,9,3,0,58,3
Smp,2019-06-30,0,3,5,0,0,21,1,3,0,3,0,0,72,7
Smp,2019-07-31,0,4,3,0,0,14,2,2,0,9,3,0,96,2
Smp,2019-08-31,1,1,2,5,0,25,0,2,5,8,2,0,65,4
Smp,2019-09-30,1,0,0,3,0,28,2,1,1,13,3,0,56,3
Smp,2019-10-31,0,0,1,9,0,25,0,0,5,12,3,1,51,5
Smp,2019-11-30,0,2,3,6,0,23,1,0,1,16,4,0,63,9
Smp,2019-12-31,0,0,4,4,0,17,1,1,2,18,1,0,50,8
Smp,2020-01-31,2,0,1,5,0,22,0,1,4,3,0,0,55,4
Smp,2020-02-29,0,2,1,10,0,22,1,0,1,5,1,0,54,1
Smp,2020-03-31,0,0,4,4,0,26,0,0,2,7,0,0,42,1
Smp,2020-04-30,0,0,1,2,0,11,0,1,4,6,0,0,10,0
Smp,2020-05-31,0,0,2,3,0,16,0,1,2,6,0,0,27,2
Smp,2020-06-30,0,0,6,5,0,20,0,1,0,3,0,0,25,2
Smp,2020-07-31,0,1,5,7,0,21,0,0,3,12,1,0,52,4
Smp,2020-08-31,1,3,2,6,0,17,0,1,3,9,2,0,48,4
Smp,2020-09-30,0,0,1,4,0,28,2,1,5,12,1,0,42,10
Smp,2020-10-31,0,0,1,3,0,29,1,1,3,13,1,0,36,13
Smp,2020-11-30,0,0,4,9,0,37,0,1,3,11,3,1,61,10
Smp,2020-12-31,0,0,3,4,0,20,0,2,2,18,3,1,87,4
Smp,2021-01-31,0,2,2,5,0,23,1,1,3,15,0,0,8,87
Smp,2021-02-28,0,0,4,13,0,33,0,5,3,13,1,0,75,4
Smp,2021-03-31,0,1,2,7,0,20,0,1,4,12,3,0,61,5
Smp,2021-04-30,0,0,2,3,0,26,0,1,3,16,3,0,72,7
Smp,2021-05-31,0,0,5,6,0,22,1,1,2,11,0,0,81,5
Smp,2021-06-30,0,2,3,6,0,30,0,1,6,19,0,0,69,5
Smp,2021-07-31,0,3,1,5,0,26,0,1,7,12,3,0,55,6
Smp,2021-08-31,0,0,2,5,0,24,0,0,1,16,5,0,78,9
Smp,2021-09-30,0,1,3,7,0,41,0,1,5,16,0,0,68,5
Smp,2021-10-31,0,6,2,4,0,26,1,2,11,18,1,0,62,1
Smp,2021-11-30,0,3,0,5,0,22,0,2,7,8,2,0,94,3
Smp,2021-12-31,0,2,1,7,0,16,0,0,4,9,0,0,75,8
Smp,2022-01-31,0,2,0,5,0,26,0,1,3,12,0,1,84,0
Smp,2022-02-28,0,2,3,6,0,17,0,0,4,6,0,0,52,3
Smp,2022-03-31,0,2,1,5,0,31,0,0,4,10,1,0,73,5
Smp,2022-04-30,0,0,5,5,0,20,0,2,5,15,4,0,55,6
Smp,2022-05-31,0,0,3,2,0,26,0,2,4,14,0,0,57,2
Smp,2022-06-30,0,0,1,4,0,26,0,2,2,9,0,0,68,5
Smp,2022-07-31,0,2,1,8,0,25,0,1,5,15,0,0,59,6
Smp,2022-08-31,0,0,2,8,0,34,0,1,5,12,1,0,67,2
Smp,2022-09-30,0,0,2,6,0,32,0,1,6,9,0,0,57,4
Smp,2022-10-31,0,1,0,8,0,34,1,0,8,6,1,0,61,10
Smp,2022-11-30,0,0,1,6,0,26,0,0,7,11,2,0,39,6
Smp,2022-12-31,0,0,0,6,0,12,0,3,2,6,0,0,42,12
Smp,2023-01-31,0,2,0,5,0,10,0,0,3,11,0,0,47,17
Smp,2023-02-28,0,0,3,9,0,11,0,3,2,14,0,0,50,6
Smp,2023-03-31,0,3,2,11,0,19,0,1,7,19,0,0,42,11
Smp,2023-04-30,0,0,1,14,0,19,0,1,5,16,0,0,49,9
Smp,2023-05-31,0,1,0,12,0,28,1,3,3,19,1,0,49,12
Smp,2023-06-30,0,0,5,13,0,13,0,3,4,10,0,0,32,3
Smp,2023-07-31,0,1,0,10,0,16,1,0,5,13,1,0,53,13
Smp,2023-08-31,0,1,1,10,0,19,0,3,6,13,0,0,35,20
Smp,2023-09-30,2,1,2,12,0,17,1,4,3,17,0,0,41,15
Smp,2023-10-31,0,0,1,7,1,22,0,3,6,20,0,0,30,8
Smp,2023-11-30,0,2,2,4,0,16,0,6,3,15,0,8,28,5
Smp,2023-12-31,0,0,1,1,0,17,0,1,4,15,0,0,39,7
Smp,2024-01-31,1,1,1,3,0,12,0,1,5,9,2,0,42,9
Smp,2024-02-29,1,0,0,6,0,22,0,1,2,9,0,0,30,8
Smp,2024-03-31,0,1,3,6,0,17,1,1,8,8,0,0,35,10
Smp,2024-04-30,0,0,2,5,0,17,0,3,6,11,0,0,35,13
Smp,2024-05-31,1,0,2,4,0,20,2,0,7,8,0,0,46,11
Smp,2024-06-30,0,1,3,10,0,20,1,0,5,6,0,0,33,17
Smp,2024-07-31,1,0,3,6,0,16,0,8,6,7,0,1,36,20
Smp,2024-08-31,0,1,4,8,0,4,1,4,1,4,1,0,11,12
Smp,2024-09-30,0,2,1,7,0,10,0,1,7,5,2,14,11,13
Smp,2024-10-31,1,0,2,5,0,8,1,0,4,8,0,11,24,20
Smp,2024-11-30,1,1,1,8,0,4,2,2,6,13,0,9,21,20
Smp,2024-12-31,1,3,2,7,0,11,2,2,2,7,0,2,32,15
Smp,2025-01-31,0,1,0,5,0,7,0,0,7,20,0,3,25,18
Smp,2025-02-28,0,3,3,0,0,5,0,0,2,6,1,4,37,25
Smp,2025-03-31,0,0,4,0,0,24,0,3,3,3,1,0,28,0
Smp,2025-04-30,0,0,3,0,0,11,0,1,6,8,0,3,35,14
Smp,2025-05-31,0,0,1,2,0,12,0,0,3,5,0,0,34,0
Smp,2025-06-30,0,2,2,5,0,12,0,0,4,5,1,1,25,4
Sylhet Range,2019-01-31,4,5,20,4,0,67,0,8,7,33,1,3,139,21
Sylhet Range,2019-02-28,6,4,11,2,0,59,0,4,5,34,4,1,258,19
Sylhet Range,2019-03-31,1,2,23,1,0,72,2,7,4,44,3,0,215,13
Sylhet Range,2019-04-30,4,2,17,2,0,97,5,3,7,32,3,0,236,23
Sylhet Range,2019-05-31,1,3,20,0,0,90,1,4,2,39,5,1,216,13
Sylhet Range,2019-06-30,1,5,24,0,0,94,3,4,7,45,5,0,179,12
Sylhet Range,2019-07-31,3,1,12,0,0,99,0,2,8,37,7,0,248,20
Sylhet Range,2019-08-31,3,2,22,2,0,84,2,6,9,39,4,0,252,29
Sylhet Range,2019-09-30,2,2,18,0,0,97,3,10,10,52,9,0,279,27
Sylhet Range,2019-10-31,1,2,12,0,0,96,2,3,8,46,6,0,241,34
Sylhet Range,2019-11-30,2,6,19,0,0,66,1,4,1,31,10,0,230,31
Sylhet Range,2019-12-31,2,4,16,4,0,60,1,2,3,39,5,0,222,20
Sylhet Range,2020-01-31,2,2,20,1,0,65,4,2,5,45,2,0,195,17
Sylhet Range,2020-02-29,3,3,19,0,0,67,1,2,4,30,6,0,220,26
Sylhet Range,2020-03-31,2,3,26,1,0,88,3,5,10,35,6,0,167,17
Sylhet Range,2020-04-30,2,0,13,0,0,38,0,4,2,31,1,0,56,2
Sylhet Range,2020-05-31,0,1,28,1,0,51,1,3,3,31,1,0,84,10
Sylhet Range,2020-06-30,0,1,19,0,0,66,2,3,5,31,1,0,142,14
Sylhet Range,2020-07-31,1,0,23,2,0,75,0,1,5,50,5,0,329,32
Sylhet Range,2020-08-31,2,3,22,2,0,88,0,3,7,42,3,0,210,32
Sylhet Range,2020-09-30,1,1,10,0,0,107,3,1,6,39,1,0,193,24
Sylhet Range,2020-10-31,0,3,21,2,0,127,1,3,7,52,1,0,169,42
Sylhet Range,2020-11-30,0,6,18,4,0,84,0,4,8,34,4,1,167,19
Sylhet Range,2020-12-31,1,4,14,3,0,70,1,3,5,37,6,1,186,20
Sylhet Range,2021-01-31,1,3,16,6,0,81,1,3,5,44,1,2,150,33
Sylhet Range,2021-02-28,0,5,15,5,0,75,1,5,5,54,6,0,223,29
Sylhet Range,2021-03-31,0,1,21,2,0,71,3,7,5,40,2,0,174,26
Sylhet Range,2021-04-30,2,4,22,2,0,72,3,2,8,33,2,0,151,25
Sylhet Range,2021-05-31,2,5,26,0,0,84,1,3,5,27,2,0,156,15
Sylhet Range,2021-06-30,3,4,18,4,0,113,1,1,5,48,4,0,171,31
Sylhet Range,2021-07-31,2,2,19,1,0,78,1,1,3,42,3,0,179,31
Sylhet Range,2021-08-31,0,3,18,3,0,104,2,0,5,48,2,0,218,26
Sylhet Range,2021-09-30,1,5,18,5,0,112,0,0,10,45,2,0,177,22
Sylhet Range,2021-10-31,1,6,14,0,0,79,3,3,5,27,2,0,140,16
Sylhet Range,2021-11-30,4,2,17,2,0,59,0,2,8,35,5,0,203,22
Sylhet Range,2021-12-31,0,3,16,1,0,57,0,5,3,39,3,0,117,22
Sylhet Range,2022-01-31,1,2,15,2,0,60,1,1,7,36,0,1,137,15
Sylhet Range,2022-02-28,1,2,13,1,0,81,1,1,3,37,2,1,163,30
Sylhet Range,2022-03-31,1,3,15,2,0,83,3,2,8,50,0,0,261,13
Sylhet Range,2022-04-30,2,6,15,1,0,93,1,4,2,39,0,1,155,27
Sylhet Range,2022-05-31,0,1,19,1,0,83,0,2,5,30,0,1,184,21
Sylhet Range,2022-06-30,3,3,10,3,0,87,0,1,5,36,3,1,151,12
Sylhet Range,2022-07-31,1,1,31,0,0,75,0,6,5,41,0,0,177,10
Sylhet Range,2022-08-31,1,3,17,1,0,96,1,2,2,47,3,0,173,21
Sylhet Range,2022-09-30,2,2,19,3,0,109,2,3,8,59,1,0,203,30
Sylhet Range,2022-10-31,2,2,12,4,0,89,1,4,8,32,1,2,175,29
Sylhet Range,2022-11-30,0,3,16,5,0,62,2,5,4,51,1,0,141,21
Sylhet Range,2022-12-31,1,2,11,0,0,58,1,3,3,52,1,0,160,19
Sylhet Range,2023-01-31,0,5,15,5,0,45,0,3,1,51,0,1,190,36
Sylhet Range,2023-02-28,1,4,8,5,0,56,2,4,3,48,1,0,147,37
Sylhet Range,2023-03-31,2,2,21,1,0,53,2,2,7,66,1,0,180,24
Sylhet Range,2023-04-30,0,6,33,1,0,53,2,4,1,59,1,0,152,17
Sylhet Range,2023-05-31,1,2,15,3,0,84,0,0,4,57,2,0,178,38
Sylhet Range,2023-06-30,0,0,17,5,0,67,1,4,3,63,0,0,116,29
Sylhet Range,2023-07-31,0,4,23,4,0,56,1,2,2,41,1,0,152,38
Sylhet Range,2023-08-31,2,1,14,3,0,79,3,1,4,52,2,0,131,91
Sylhet Range,2023-09-30,1,5,14,3,0,62,0,4,6,42,1,0,139,96
Sylhet Range,2023-10-31,1,2,10,5,0,55,1,8,5,60,0,1,98,71
Sylhet Range,2023-11-30,2,3,6,3,0,51,0,3,2,44,1,6,90,45
Sylhet Range,2023-12-31,2,4,10,0,0,42,3,2,4,46,1,0,104,26
Sylhet Range,2024-01-31,1,7,15,5,0,22,1,1,6,55,1,0,89,23
Sylhet Range,2024-02-29,5,4,25,3,0,57,0,3,5,54,1,0,122,33
Sylhet Range,2024-03-31,2,4,17,2,0,58,1,7,10,54,1,0,100,46
Sylhet Range,2024-04-30,0,2,23,8,0,59,1,4,9,53,1,0,84,30
Sylhet Range,2024-05-31,2,3,15,3,0,57,0,3,9,33,4,1,114,26
Sylhet Range,2024-06-30,1,1,10,1,0,54,2,0,5,39,0,0,98,37
Sylhet Range,2024-07-31,1,3,14,4,0,62,0,8,9,60,0,0,114,63
Sylhet Range,2024-08-31,1,6,29,5,0,28,1,2,2,16,0,0,22,26
Sylhet Range,2024-09-30,6,4,12,12,0,64,3,1,9,44,2,1,76,46
Sylhet Range,2024-10-31,5,4,18,8,0,74,2,5,5,49,1,2,145,74
Sylhet Range,2024-11-30,2,6,16,4,0,75,0,4,7,42,3,0,123,46
Sylhet Range,2024-12-31,4,5,16,4,0,56,3,2,7,38,2,0,98,39
Sylhet Range,2025-01-31,5,6,21,2,0,56,3,3,5,39,1,0,151,27
Sylhet Range,2025-02-28,2,6,13,3,0,79,1,5,4,50,1,0,103,23
Sylhet Range,2025-03-31,13,25,65,16,0,249,20,11,39,128,49,4,724,28
Sylhet Range,2025-04-30,3,6,20,0,0,97,1,3,3,38,5,1,165,18
Sylhet Range,2025-05-31,1,5,21,5,0,99,3,2,7,70,9,1,152,22
Sylhet Range,2025-06-30,2,4,20,3,0,92,2,5,5,52,2,0,114,26
Total,2019-01-31,32,68,351,48,1,1139,46,69,174,494,174,30,9069,361
Total,2019-02-28,24,43,262,63,0,1217,45,37,165,493,183,8,10003,355
Total,2019-03-31,20,39,290,74,4,1366,42,41,173,513,186,19,9160,317
Total,2019-04-30,28,71,319,53,0,1971,56,45,171,514,209,7,10029,321
Total,2019-05-31,24,82,320,5,0,2041,43,59,182,579,283,21,9491,333
Total,2019-06-30,25,92,371,7,0,2100,52,61,192,547,203,10,7949,322
Total,2019-07-31,38,96,332,7,0,2083,44,46,241,611,224,14,10170,335
Total,2019-08-31,28,79,344,55,0,1937,78,46,226,570,237,15,9156,298
Total,2019-09-30,38,75,268,50,0,2276,77,48,258,712,250,10,10198,360
Total,2019-10-31,38,90,288,69,1,2101,48,38,241,686,232,26,8888,397
Total,2019-11-30,22,95,258,46,1,1923,32,38,197,599,214,14,8670,360
Total,2019-12-31,33,66,250,54,1,1610,35,27,219,562,177,22,8409,355
Total,2020-01-31,39,83,273,53,2,1624,39,31,238,681,172,14,9153,360
Total,2020-02-29,26,87,257,56,1,1740,41,34,218,571,174,12,8531,324
Total,2020-03-31,26,78,279,72,2,1803,39,43,195,560,161,3,7623,271
Total,2020-04-30,10,32,273,37,0,925,10,45,93,293,77,9,1639,83
Total,2020-05-31,11,59,361,44,0,1168,19,50,136,397,112,6,2461,104
Total,2020-06-30,27,79,303,86,0,1739,38,33,184,506,136,9,4145,155
Total,2020-07-31,23,91,358,81,1,1912,38,39,216,779,239,13,8077,239
Total,2020-08-31,28,84,322,91,1,2313,49,24,258,584,90,11,5575,246
Total,2020-09-30,28,105,279,84,0,2339,54,23,264,752,128,16,6354,231
Total,2020-10-31,32,120,304,103,0,2982,55,52,262,745,155,13,6485,308
Total,2020-11-30,29,79,271,86,4,2202,47,40,239,675,134,19,6787,224
Total,2020-12-31,23,81,259,78,2,1770,57,35,230,657,112,21,6509,222
Total,2021-01-31,33,87,257,92,0,1641,45,47,232,694,114,37,6639,238
Total,2021-02-28,26,67,249,90,1,1597,42,50,217,685,147,28,6422,197
Total,2021-03-31,23,85,295,110,1,2000,45,79,225,722,156,18,7636,218
Total,2021-04-30,15,80,302,75,8,1855,36,51,176,621,158,17,5397,166
Total,2021-05-31,23,83,295,116,0,1849,39,44,203,662,161,17,6033,155
Total,2021-06-30,38,86,267,112,3,2268,50,41,217,738,153,12,6967,200
Total,2021-07-31,22,61,279,103,0,1817,24,32,240,681,155,16,5418,176
Total,2021-08-31,30,84,278,93,2,2079,32,30,296,805,169,17,8048,209
Total,2021-09-30,23,86,267,77,0,2135,37,37,235,830,163,16,7487,198
Total,2021-10-31,29,94,243,70,1,1966,35,57,228,741,130,14,6687,175
Total,2021-11-30,28,82,251,100,5,1503,31,93,184,632,191,41,6904,159
Total,2021-12-31,18,76,231,79,2,1426,29,47,192,687,164,35,6037,182
Total,2022-01-31,30,91,264,94,0,1433,39,53,213,729,147,30,7048,181
Total,2022-02-28,37,85,234,81,0,1454,25,45,206,719,158,20,7309,189
Total,2022-03-31,35,94,247,95,0,1976,37,57,223,888,140,29,7430,194
Total,2022-04-30,26,107,269,111,0,1876,35,55,228,887,170,20,6714,211
Total,2022-05-31,24,85,276,96,1,2001,32,44,226,689,147,16,6876,161
Total,2022-06-30,40,85,249,98,0,2039,45,56,227,842,128,13,6867,186
Total,2022-07-31,37,97,306,91,0,1962,33,40,258,743,116,17,6421,182
Total,2022-08-31,40,107,266,98,1,2215,45,44,294,910,118,26,7298,201
Total,2022-09-30,47,109,283,102,7,2080,40,45,257,926,106,25,6883,228
Total,2022-10-31,38,102,277,117,0,1942,61,51,252,784,100,34,6640,196
Total,2022-11-30,29,92,255,85,3,1586,34,55,237,771,112,102,6922,188
Total,2022-12-31,23,74,200,64,1,1202,34,56,189,703,98,130,6267,169
Total,2023-01-31,27,107,214,84,1,1265,31,36,191,784,110,31,6968,224
Total,2023-02-28,21,97,222,95,0,1295,26,56,168,725,109,49,6379,190
Total,2023-03-31,30,111,268,99,0,1652,38,47,185,797,128,29,6976,217
Total,2023-04-30,20,118,296,109,0,1448,39,39,183,776,119,23,5957,180
Total,2023-05-31,35,95,246,99,3,1867,49,55,196,807,151,40,6827,186
Total,2023-06-30,27,105,272,104,0,1830,41,42,193,831,97,18,6095,187
Total,2023-07-31,39,94,296,94,3,1794,39,47,239,802,127,43,6863,192
Total,2023-08-31,22,104,253,90,0,1851,40,44,269,889,133,48,7090,274
Total,2023-09-30,21,106,238,99,2,1699,50,48,230,830,132,46,6721,307
Total,2023-10-31,22,106,258,65,12,1621,48,77,224,868,129,156,5879,224
Total,2023-11-30,25,79,227,89,7,1426,33,79,205,664,110,235,4704,177
Total,2023-12-31,30,105,233,77,0,1193,29,37,200,702,116,60,5944,143
Total,2024-01-31,29,114,231,92,1,1043,51,43,228,749,121,43,5592,133
Total,2024-02-29,33,121,240,108,2,1371,43,37,220,820,129,10,6076,148
Total,2024-03-31,25,138,239,110,6,1509,51,43,217,865,128,24,6289,192
Total,2024-04-30,29,97,296,120,3,1623,55,79,220,812,117,17,5264,182
Total,2024-05-31,31,115,259,98,0,1767,50,43,219,726,112,18,5447,181
Total,2024-06-30,36,103,268,95,2,1689,31,36,251,745,98,7,5017,178
Total,2024-07-31,27,101,334,102,52,1702,32,170,219,785,105,103,4852,217
Total,2024-08-31,37,62,626,99,15,1072,27,41,132,381,44,81,966,90
Total,2024-09-30,57,104,283,128,19,1578,65,24,233,605,150,128,1827,151
Total,2024-10-31,68,157,249,93,5,1560,96,34,248,722,120,86,3272,237
Total,2024-11-30,47,133,211,91,11,1452,67,49,231,716,159,56,3978,194
Total,2024-12-31,71,159,204,90,9,1205,74,44,237,729,105,38,4137,181
Total,2025-01-31,71,171,294,91,8,1440,105,38,262,797,129,35,4386,142
Total,2025-02-28,74,153,300,83,10,1430,78,37,193,673,101,37,3632,143
Total,2025-03-31,2,10,26,0,0,218,7,1,6,80,1,1,395,4
Total,2025-04-30,46,149,336,88,3,2089,88,52,219,715,140,35,4392,154
Total,2025-05-31,67,177,341,80,8,2087,82,62,229,722,198,33,4443,182
Total,2025-06-30,49,151,344,64,8,1933,80,44,244,722,203,29,4098,147
